,time_crime_hour,location_description,cnt,__fileposition__
2470,20,"TRUCK",1,93199
2471,21,"STREET",119005,93224
2472,21,"RESIDENCE",49815,93250
2473,21,"SIDEWALK",46497,93279
2474,21,"APARTMENT",33081,93307
2475,21,"OTHER",10607,93336
2476,21,"ALLEY",10157,93361
2477,21,"PARKING LOT/GARAGE(NON.RESID.)",9329,93386
2478,21,"RESIDENCE-GARAGE",8030,93436
2479,21,"RESIDENCE PORCH/HALLWAY",7290,93472
2480,21,"VEHICLE NON-COMMERCIAL",6238,93515
2481,21,"RESTAURANT",5760,93557
2482,21,"GAS STATION",4345,93587
2483,21,"CHA PARKING LOT/GROUNDS",4231,93618
2484,21,"GROCERY FOOD STORE",3708,93661
2485,21,"RESIDENTIAL YARD (FRONT/BACK)",3667,93699
2486,21,"PARK PROPERTY",3362,93748
2487,21,"SMALL RETAIL STORE",3144,93781
2488,21,"CHA APARTMENT",2058,93819
2489,21,"CHA HALLWAY/STAIRWELL/ELEVATOR",1859,93852
2490,21,"DEPARTMENT STORE",1773,93902
2491,21,"CTA PLATFORM",1700,93938
2492,21,"TAVERN/LIQUOR STORE",1518,93970
2493,21,"BAR OR TAVERN",1431,94009
2494,21,"HOTEL/MOTEL",1414,94042
2495,21,"DRUG STORE",1285,94073
2496,21,"DRIVEWAY - RESIDENTIAL",1257,94103
2497,21,"COMMERCIAL / BUSINESS OFFICE",1010,94145
2498,21,"VACANT LOT/LAND",1001,94193
2499,21,"CTA TRAIN",945,94228
2500,21,"CTA BUS",932,94257
2501,21,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",768,94284
2502,21,"SCHOOL, PUBLIC, BUILDING",765,94337
2503,21,"CONVENIENCE STORE",691,94381
2504,21,"POLICE FACILITY/VEH PARKING LOT",675,94418
2505,21,"HOSPITAL BUILDING/GROUNDS",659,94469
2506,21,"NURSING HOME/RETIREMENT HOME",556,94514
2507,21,"SPORTS ARENA/STADIUM",544,94562
2508,21,"AIRPORT/AIRCRAFT",502,94602
2509,21,"SCHOOL, PUBLIC, GROUNDS",491,94638
2510,21,"BARBERSHOP",437,94681
2511,21,"ABANDONED BUILDING",414,94711
2512,21,"CTA GARAGE / OTHER PROPERTY",372,94749
2513,21,"ATHLETIC CLUB",323,94796
2514,21,"TAXICAB",319,94829
2515,21,"GOVERNMENT BUILDING/PROPERTY",283,94856
2516,21,"CTA BUS STOP",282,94904
2517,21,"MOVIE HOUSE/THEATER",278,94936
2518,21,"OTHER RAILROAD PROP / TRAIN DEPOT",275,94975
2519,21,"SCHOOL, PRIVATE, BUILDING",255,95028
2520,21,"WAREHOUSE",251,95073
2521,21,"CURRENCY EXCHANGE",239,95102
2522,21,"CONSTRUCTION SITE",237,95139
2523,21,"BANK",207,95176
2524,21,"VEHICLE-COMMERCIAL",197,95200
2525,21,"CLEANING STORE",190,95238
2526,21,"ATM (AUTOMATIC TELLER MACHINE)",186,95272
2527,21,"COLLEGE/UNIVERSITY GROUNDS",184,95322
2528,21,"FACTORY/MANUFACTURING BUILDING",173,95368
2529,21,"OTHER COMMERCIAL TRANSPORTATION",130,95418
2530,21,"SCHOOL, PRIVATE, GROUNDS",122,95469
2531,21,"MEDICAL/DENTAL OFFICE",106,95513
2532,21,"CAR WASH",99,95554
2533,21,"LIBRARY",87,95582
2534,21,"",79,95609
2535,21,"CTA STATION",77,95629
2536,21,"COIN OPERATED MACHINE",74,95660
2537,21,"AUTO",67,95701
2538,21,"BOWLING ALLEY",67,95725
2539,21,"COLLEGE/UNIVERSITY RESIDENCE HALL",61,95758
2540,21,"LAKEFRONT/WATERFRONT/RIVERBANK",57,95811
2541,21,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",55,95861
2542,21,"HIGHWAY/EXPRESSWAY",53,95923
2543,21,"POOL ROOM",46,95961
2544,21,"APPLIANCE STORE",43,95990
2545,21,"DAY CARE CENTER",42,96025
2546,21,"JAIL / LOCK-UP FACILITY",42,96060
2547,21,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",40,96103
2548,21,"FIRE STATION",31,96169
2549,21,"AIRPORT EXTERIOR - NON-SECURE AREA",26,96201
2550,21,"BOAT/WATERCRAFT",26,96255
2551,21,"AIRCRAFT",26,96290
2552,21,"AIRPORT VENDING ESTABLISHMENT",26,96318
2553,21,"ANIMAL HOSPITAL",24,96367
2554,21,"PORCH",24,96402
2555,21,"HOUSE",23,96427
2556,21,"DELIVERY TRUCK",21,96452
2557,21,"FOREST PRESERVE",21,96486
2558,21,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",20,96521
2559,21,"BRIDGE",19,96583
2560,21,"AIRPORT PARKING LOT",19,96609
2561,21,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",18,96648
2562,21,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",16,96715
2563,21,"AIRPORT EXTERIOR - SECURE AREA",14,96778
2564,21,"YARD",13,96828
2565,21,"VEHICLE - OTHER RIDE SERVICE",11,96852
2566,21,"SAVINGS AND LOAN",10,96900
2567,21,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",9,96936
2568,21,"FEDERAL BUILDING",9,97002
2569,21,"RETAIL STORE",8,97038
2570,21,"PARKING LOT",8,97070
2571,21,"HALLWAY",6,97101
2572,21,"NEWSSTAND",6,97128
2573,21,"PAWN SHOP",5,97157
2574,21,"VACANT LOT",5,97186
2575,21,"CEMETARY",5,97216
2576,21,"CREDIT UNION",4,97244
2577,21,"CTA TRACKS - RIGHT OF WAY",3,97276
2578,21,"VEHICLE - DELIVERY TRUCK",3,97321
2579,21,"GANGWAY",3,97365
2580,21,"GARAGE",3,97392
2581,21,"GAS STATION DRIVE/PROP.",3,97418
2582,21,"CHA PARKING LOT",3,97461
2583,21,"BASEMENT",2,97496
2584,21,"SCHOOL YARD",2,97524
2585,21,"HOTEL",1,97555
2586,21,"AIRPORT TRANSPORTATION SYSTEM (ATS)",1,97580
2587,21,"STAIRWELL",1,97635
2588,21,"HOSPITAL",1,97664
2589,21,"TRAILER",1,97692
2590,21,"COUNTY JAIL",1,97719
2591,21,"NURSING HOME",1,97750
2592,21,"CTA PROPERTY",1,97782
2593,21,"BARBER SHOP/BEAUTY SALON",1,97814
2594,22,"STREET",126722,97858
2595,22,"RESIDENCE",49175,97884
2596,22,"SIDEWALK",42117,97913
2597,22,"APARTMENT",33451,97941
2598,22,"ALLEY",9738,97970
2599,22,"OTHER",9731,97995
2600,22,"RESIDENCE-GARAGE",9140,98020
2601,22,"PARKING LOT/GARAGE(NON.RESID.)",8597,98056
2602,22,"VEHICLE NON-COMMERCIAL",6882,98106
2603,22,"RESIDENCE PORCH/HALLWAY",6869,98148
2604,22,"RESTAURANT",5430,98191
2605,22,"GAS STATION",4327,98221
2606,22,"RESIDENTIAL YARD (FRONT/BACK)",4054,98252
2607,22,"CHA PARKING LOT/GROUNDS",3667,98301
2608,22,"GROCERY FOOD STORE",2548,98344
2609,22,"PARK PROPERTY",2382,98382
2610,22,"BAR OR TAVERN",2124,98415
2611,22,"CHA APARTMENT",2008,98448
2612,22,"SMALL RETAIL STORE",2000,98481
2613,22,"CHA HALLWAY/STAIRWELL/ELEVATOR",1621,98519
2614,22,"TAVERN/LIQUOR STORE",1497,98569
2615,22,"DRIVEWAY - RESIDENTIAL",1492,98608
2616,22,"HOTEL/MOTEL",1417,98650
2617,22,"CTA PLATFORM",1322,98681
2618,22,"VACANT LOT/LAND",974,98713
2619,22,"COMMERCIAL / BUSINESS OFFICE",890,98748
2620,22,"CTA TRAIN",850,98796
2621,22,"CTA BUS",824,98825
2622,22,"DRUG STORE",698,98852
2623,22,"POLICE FACILITY/VEH PARKING LOT",675,98882
2624,22,"DEPARTMENT STORE",652,98933
2625,22,"HOSPITAL BUILDING/GROUNDS",592,98969
2626,22,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",581,99014
2627,22,"SCHOOL, PUBLIC, BUILDING",579,99067
2628,22,"CONVENIENCE STORE",550,99111
2629,22,"NURSING HOME/RETIREMENT HOME",471,99148
2630,22,"SPORTS ARENA/STADIUM",468,99196
2631,22,"AIRPORT/AIRCRAFT",395,99236
2632,22,"TAXICAB",363,99272
2633,22,"ABANDONED BUILDING",360,99299
2634,22,"SCHOOL, PUBLIC, GROUNDS",346,99337
2635,22,"BARBERSHOP",339,99380
2636,22,"CTA GARAGE / OTHER PROPERTY",296,99410
2637,22,"GOVERNMENT BUILDING/PROPERTY",278,99457
2638,22,"CONSTRUCTION SITE",275,99505
2639,22,"CTA BUS STOP",263,99542
2640,22,"OTHER RAILROAD PROP / TRAIN DEPOT",257,99574
2641,22,"MOVIE HOUSE/THEATER",250,99627
2642,22,"SCHOOL, PRIVATE, BUILDING",237,99666
2643,22,"ATHLETIC CLUB",230,99711
2644,22,"WAREHOUSE",208,99744
2645,22,"FACTORY/MANUFACTURING BUILDING",203,99773
2646,22,"CURRENCY EXCHANGE",199,99823
2647,22,"VEHICLE-COMMERCIAL",188,99860
2648,22,"ATM (AUTOMATIC TELLER MACHINE)",176,99898
2649,22,"CLEANING STORE",166,99948
2650,22,"BANK",165,99982
2651,22,"CTA STATION",111,100006
2652,22,"COLLEGE/UNIVERSITY GROUNDS",111,100037
2653,22,"OTHER COMMERCIAL TRANSPORTATION",110,100083
2654,22,"SCHOOL, PRIVATE, GROUNDS",104,100134
2655,22,"MEDICAL/DENTAL OFFICE",91,100178
2656,22,"COLLEGE/UNIVERSITY RESIDENCE HALL",90,100219
2657,22,"CAR WASH",76,100272
2658,22,"AUTO",75,100300
2659,22,"BOWLING ALLEY",72,100324
2660,22,"",72,100357
2661,22,"COIN OPERATED MACHINE",63,100377
2662,22,"HIGHWAY/EXPRESSWAY",49,100418
2663,22,"JAIL / LOCK-UP FACILITY",48,100456
2664,22,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",46,100499
2665,22,"LAKEFRONT/WATERFRONT/RIVERBANK",45,100561
2666,22,"POOL ROOM",43,100611
2667,22,"AIRPORT VENDING ESTABLISHMENT",35,100640
2668,22,"APPLIANCE STORE",34,100689
2669,22,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",30,100724
2670,22,"AIRPORT EXTERIOR - NON-SECURE AREA",29,100790
2671,22,"AIRCRAFT",28,100844
2672,22,"ANIMAL HOSPITAL",27,100872
2673,22,"DAY CARE CENTER",27,100907
2674,22,"FIRE STATION",25,100942
2675,22,"BOAT/WATERCRAFT",24,100974
2676,22,"LIBRARY",23,101009
2677,22,"HOUSE",20,101036
2678,22,"PORCH",19,101061
2679,22,"FOREST PRESERVE",19,101086
2680,22,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",18,101121
2681,22,"VEHICLE - OTHER RIDE SERVICE",16,101188
2682,22,"SAVINGS AND LOAN",16,101236
2683,22,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",15,101272
2684,22,"BRIDGE",13,101334
2685,22,"AIRPORT PARKING LOT",12,101360
2686,22,"DELIVERY TRUCK",12,101399
2687,22,"NEWSSTAND",11,101433
2688,22,"YARD",11,101462
2689,22,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",10,101486
2690,22,"CEMETARY",10,101549
2691,22,"FEDERAL BUILDING",8,101577
2692,22,"PARKING LOT",6,101613
2693,22,"CREDIT UNION",6,101644
2694,22,"HALLWAY",5,101676
2695,22,"AIRPORT EXTERIOR - SECURE AREA",5,101703
2696,22,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",5,101753
2697,22,"GANGWAY",4,101819
2698,22,"CTA TRACKS - RIGHT OF WAY",3,101846
2699,22,"PAWN SHOP",3,101891
2700,22,"CHA GROUNDS",3,101920
2701,22,"GAS STATION DRIVE/PROP.",2,101951
2702,22,"GARAGE",2,101994
2703,22,"VACANT LOT",2,102020
2704,22,"VEHICLE - DELIVERY TRUCK",2,102050
2705,22,"BASEMENT",2,102094
2706,22,"MOTEL",2,102122
2707,22,"LIVERY STAND OFFICE",1,102147
2708,22,"CHA PARKING LOT",1,102186
2709,22,"BARBER SHOP/BEAUTY SALON",1,102221
2710,22,"OFFICE",1,102265
2711,22,"AIRPORT TRANSPORTATION SYSTEM (ATS)",1,102291
2712,22,"SEWER",1,102346
2713,22,"LIQUOR STORE",1,102371
2714,22,"PUBLIC HIGH SCHOOL",1,102403
2715,22,"STAIRWELL",1,102441
2716,22,"CHA STAIRWELL",1,102470
2717,23,"STREET",101342,102503
2718,23,"RESIDENCE",42674,102529
2719,23,"SIDEWALK",34039,102558
2720,23,"APARTMENT",31301,102586
2721,23,"ALLEY",8007,102615
2722,23,"OTHER",7606,102640
2723,23,"PARKING LOT/GARAGE(NON.RESID.)",6735,102665
2724,23,"VEHICLE NON-COMMERCIAL",5997,102715
2725,23,"RESIDENCE-GARAGE",5957,102757
2726,23,"RESIDENCE PORCH/HALLWAY",5684,102793
2727,23,"RESTAURANT",4523,102836
2728,23,"GAS STATION",3857,102866
2729,23,"BAR OR TAVERN",3121,102897
2730,23,"RESIDENTIAL YARD (FRONT/BACK)",2915,102930
2731,23,"CHA PARKING LOT/GROUNDS",2853,102979
2732,23,"GROCERY FOOD STORE",1903,103022
2733,23,"CHA APARTMENT",1839,103060
2734,23,"TAVERN/LIQUOR STORE",1556,103093
2735,23,"SMALL RETAIL STORE",1529,103132
2736,23,"PARK PROPERTY",1440,103170
2737,23,"HOTEL/MOTEL",1375,103203
2738,23,"CHA HALLWAY/STAIRWELL/ELEVATOR",1239,103234
2739,23,"DRIVEWAY - RESIDENTIAL",1187,103284
2740,23,"CTA PLATFORM",1016,103326
2741,23,"POLICE FACILITY/VEH PARKING LOT",785,103358
2742,23,"COMMERCIAL / BUSINESS OFFICE",752,103409
2743,23,"CTA TRAIN",750,103457
2744,23,"VACANT LOT/LAND",717,103486
2745,23,"HOSPITAL BUILDING/GROUNDS",650,103521
2746,23,"CTA BUS",569,103566
2747,23,"DRUG STORE",534,103593
2748,23,"CONVENIENCE STORE",493,103623
2749,23,"TAXICAB",427,103660
2750,23,"SCHOOL, PUBLIC, BUILDING",351,103687
2751,23,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",345,103731
2752,23,"NURSING HOME/RETIREMENT HOME",324,103784
2753,23,"AIRPORT/AIRCRAFT",322,103832
2754,23,"DEPARTMENT STORE",299,103868
2755,23,"ABANDONED BUILDING",299,103904
2756,23,"OTHER RAILROAD PROP / TRAIN DEPOT",245,103942
2757,23,"CONSTRUCTION SITE",236,103995
2758,23,"SCHOOL, PUBLIC, GROUNDS",231,104032
2759,23,"CTA GARAGE / OTHER PROPERTY",228,104075
2760,23,"SPORTS ARENA/STADIUM",225,104122
2761,23,"BARBERSHOP",220,104162
2762,23,"GOVERNMENT BUILDING/PROPERTY",219,104192
2763,23,"CTA BUS STOP",214,104240
2764,23,"VEHICLE-COMMERCIAL",196,104272
2765,23,"FACTORY/MANUFACTURING BUILDING",194,104310
2766,23,"WAREHOUSE",181,104360
2767,23,"BANK",174,104389
2768,23,"MOVIE HOUSE/THEATER",174,104413
2769,23,"ATM (AUTOMATIC TELLER MACHINE)",163,104452
2770,23,"SCHOOL, PRIVATE, BUILDING",137,104502
2771,23,"ATHLETIC CLUB",130,104547
2772,23,"CLEANING STORE",128,104580
2773,23,"CURRENCY EXCHANGE",120,104614
2774,23,"OTHER COMMERCIAL TRANSPORTATION",117,104651
2775,23,"COLLEGE/UNIVERSITY GROUNDS",94,104702
2776,23,"COLLEGE/UNIVERSITY RESIDENCE HALL",82,104748
2777,23,"MEDICAL/DENTAL OFFICE",73,104801
2778,23,"CTA STATION",70,104842
2779,23,"SCHOOL, PRIVATE, GROUNDS",69,104873
2780,23,"AUTO",64,104917
2781,23,"",59,104941
2782,23,"CAR WASH",56,104961
2783,23,"HIGHWAY/EXPRESSWAY",55,104989
2784,23,"BOWLING ALLEY",50,105027
2785,23,"JAIL / LOCK-UP FACILITY",42,105060
2786,23,"COIN OPERATED MACHINE",39,105103
2787,23,"LAKEFRONT/WATERFRONT/RIVERBANK",37,105144
2788,23,"POOL ROOM",33,105194
2789,23,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",32,105223
2790,23,"APPLIANCE STORE",30,105285
2791,23,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",28,105320
2792,23,"DAY CARE CENTER",27,105386
2793,23,"BOAT/WATERCRAFT",26,105421
2794,23,"HOUSE",26,105456
2795,23,"AIRPORT VENDING ESTABLISHMENT",23,105481
2796,23,"PORCH",21,105530
2797,23,"FIRE STATION",20,105555
2798,23,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",20,105587
2799,23,"AIRCRAFT",19,105654
2800,23,"DELIVERY TRUCK",19,105682
2801,23,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",19,105716
2802,23,"AIRPORT PARKING LOT",19,105778
2803,23,"AIRPORT EXTERIOR - NON-SECURE AREA",19,105817
2804,23,"FEDERAL BUILDING",16,105871
2805,23,"LIBRARY",16,105907
2806,23,"BRIDGE",15,105934
2807,23,"FOREST PRESERVE",14,105960
2808,23,"VEHICLE - OTHER RIDE SERVICE",14,105995
2809,23,"ANIMAL HOSPITAL",13,106043
2810,23,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",12,106078
2811,23,"YARD",9,106141
2812,23,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",9,106165
2813,23,"SAVINGS AND LOAN",8,106231
2814,23,"CEMETARY",8,106267
2815,23,"HALLWAY",5,106295
2816,23,"PAWN SHOP",4,106322
2817,23,"AIRPORT EXTERIOR - SECURE AREA",4,106351
2818,23,"GANGWAY",4,106401
2819,23,"CHA GROUNDS",4,106428
2820,23,"CHURCH",3,106459
2821,23,"CREDIT UNION",3,106485
2822,23,"GAS STATION DRIVE/PROP.",3,106517
2823,23,"GARAGE",3,106560
2824,23,"CHA HALLWAY",3,106586
2825,23,"CHA PARKING LOT",3,106617
2826,23,"BASEMENT",2,106652
2827,23,"NEWSSTAND",2,106680
2828,23,"TAVERN",2,106709
2829,23,"TRUCK",2,106735
2830,23,"VACANT LOT",2,106760
2831,23,"VESTIBULE",2,106790
2832,23,"PARKING LOT",2,106819
2833,23,"CTA TRACKS - RIGHT OF WAY",2,106850
2834,23,"TAXI CAB",1,106895
2835,23,"OFFICE",1,106923
2836,23,"RETAIL STORE",1,106949
2837,23,"BARBER SHOP/BEAUTY SALON",1,106981
2838,23,"VEHICLE - DELIVERY TRUCK",1,107025
2839,23,"CHA PLAY LOT",1,107069
2840,23,"DRIVEWAY",1,107101
2841,23,"PUBLIC GRAMMAR SCHOOL",1,107129
2842,23,"HOTEL",1,107170
2843,23,"DUMPSTER",1,107195
2844,23,"CLUB",1,107223
2845,24,"RESIDENCE",76109,107247
2846,24,"STREET",71576,107276
2847,24,"APARTMENT",34069,107302
2848,24,"SIDEWALK",31389,107331
2849,24,"SCHOOL, PUBLIC, BUILDING",18192,107359
2850,24,"OTHER",17761,107403
2851,24,"PARKING LOT/GARAGE(NON.RESID.)",10556,107428
2852,24,"SMALL RETAIL STORE",8726,107478
2853,24,"ALLEY",6944,107516
2854,24,"RESTAURANT",6497,107541
2855,24,"RESIDENCE PORCH/HALLWAY",5947,107571
2856,24,"DEPARTMENT STORE",5895,107614
2857,24,"RESIDENCE-GARAGE",5789,107650
2858,24,"GROCERY FOOD STORE",5492,107686
2859,24,"VEHICLE NON-COMMERCIAL",4910,107724
2860,24,"COMMERCIAL / BUSINESS OFFICE",4401,107766
2861,24,"BANK",3653,107814
2862,24,"RESIDENTIAL YARD (FRONT/BACK)",3203,107838
2863,24,"CHA PARKING LOT/GROUNDS",2956,107887
2864,24,"GAS STATION",2925,107930
2865,24,"PARK PROPERTY",2223,107961
2866,24,"DRUG STORE",2073,107994
2867,24,"SCHOOL, PUBLIC, GROUNDS",1923,108024
2868,24,"VACANT LOT/LAND",1816,108067
2869,24,"CHA APARTMENT",1698,108102
2870,24,"CTA PLATFORM",1473,108135
2871,24,"CHA HALLWAY/STAIRWELL/ELEVATOR",1372,108167
2872,24,"HOTEL/MOTEL",1308,108217
2873,24,"HOSPITAL BUILDING/GROUNDS",1293,108248
2874,24,"SCHOOL, PRIVATE, BUILDING",1275,108293
2875,24,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",1057,108338
2876,24,"GOVERNMENT BUILDING/PROPERTY",1050,108391
2877,24,"CTA BUS",1010,108439
2878,24,"AIRPORT/AIRCRAFT",995,108466
2879,24,"CURRENCY EXCHANGE",979,108502
2880,24,"ABANDONED BUILDING",946,108539
2881,24,"CTA TRAIN",802,108577
2882,24,"NURSING HOME/RETIREMENT HOME",785,108606
2883,24,"WAREHOUSE",711,108654
2884,24,"CONSTRUCTION SITE",686,108683
2885,24,"DRIVEWAY - RESIDENTIAL",638,108720
2886,24,"ATM (AUTOMATIC TELLER MACHINE)",636,108762
2887,24,"TAVERN/LIQUOR STORE",623,108812
2888,24,"CONVENIENCE STORE",622,108851
2889,24,"MEDICAL/DENTAL OFFICE",620,108888
2890,24,"POLICE FACILITY/VEH PARKING LOT",555,108929
2891,24,"ATHLETIC CLUB",533,108980
2892,24,"CTA GARAGE / OTHER PROPERTY",512,109013
2893,24,"LIBRARY",487,109060
2894,24,"COLLEGE/UNIVERSITY GROUNDS",484,109087
2895,24,"FACTORY/MANUFACTURING BUILDING",430,109133
2896,24,"BARBERSHOP",351,109183
2897,24,"VEHICLE-COMMERCIAL",340,109213
2898,24,"BAR OR TAVERN",308,109251
2899,24,"SCHOOL, PRIVATE, GROUNDS",291,109284
2900,24,"CTA BUS STOP",285,109328
2901,24,"CLEANING STORE",244,109360
2902,24,"OTHER RAILROAD PROP / TRAIN DEPOT",231,109394
2903,24,"",209,109447
2904,24,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",203,109467
2905,24,"TAXICAB",177,109529
2906,24,"SPORTS ARENA/STADIUM",156,109556
2907,24,"OTHER COMMERCIAL TRANSPORTATION",153,109596
2908,24,"CAR WASH",148,109647
2909,24,"DAY CARE CENTER",138,109675
2910,24,"APPLIANCE STORE",112,109710
2911,24,"CTA STATION",102,109745
2912,24,"DELIVERY TRUCK",95,109776
2913,24,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",75,109810
2914,24,"CREDIT UNION",70,109876
2915,24,"AIRPORT VENDING ESTABLISHMENT",66,109908
2916,24,"FEDERAL BUILDING",65,109957
2917,24,"COLLEGE/UNIVERSITY RESIDENCE HALL",58,109993
2918,24,"MOVIE HOUSE/THEATER",56,110046
2919,24,"ANIMAL HOSPITAL",53,110085
2920,24,"COIN OPERATED MACHINE",52,110120
2921,24,"POOL ROOM",51,110161
2922,24,"LAKEFRONT/WATERFRONT/RIVERBANK",46,110190
2923,24,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",44,110240
2924,24,"JAIL / LOCK-UP FACILITY",43,110307
2925,24,"HIGHWAY/EXPRESSWAY",42,110350
2926,24,"AIRPORT EXTERIOR - NON-SECURE AREA",40,110388
2927,24,"FOREST PRESERVE",38,110442
2928,24,"PAWN SHOP",36,110477
2929,24,"AIRPORT PARKING LOT",36,110506
2930,24,"BOAT/WATERCRAFT",34,110545
2931,24,"AIRCRAFT",34,110580
2932,24,"SAVINGS AND LOAN",33,110608
2933,24,"FIRE STATION",32,110644
2934,24,"CEMETARY",31,110676
2935,24,"HOUSE",29,110704
2936,24,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",28,110729
2937,24,"AUTO",25,110791
2938,24,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",25,110815
2939,24,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",21,110878
2940,24,"NEWSSTAND",13,110944
2941,24,"BOWLING ALLEY",12,110973
2942,24,"AIRPORT EXTERIOR - SECURE AREA",12,111006
2943,24,"BRIDGE",12,111056
2944,24,"PORCH",10,111082
2945,24,"VEHICLE - OTHER RIDE SERVICE",8,111107
2946,24,"AIRPORT TRANSPORTATION SYSTEM (ATS)",7,111155
2947,24,"PARKING LOT",6,111210
2948,24,"AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA",4,111241
2949,24,"GANGWAY",4,111305
2950,24,"HALLWAY",4,111332
2951,24,"RETAIL STORE",4,111359
2952,24,"VACANT LOT",4,111391
2953,24,"VEHICLE - DELIVERY TRUCK",4,111421
2954,24,"YARD",3,111465
2955,24,"STAIRWELL",2,111489
2956,24,"CHA PARKING LOT",2,111518
2957,24,"AUTO / BOAT / RV DEALERSHIP",2,111553
2958,24,"RAILROAD PROPERTY",2,111600
2959,24,"LAKE",1,111637
2960,24,"WOODED AREA",1,111661
2961,24,"LAGOON",1,111692
2962,24,"HOSPITAL",1,111718
2963,24,"CTA ""L"" PLATFORM",1,111746
2964,24,"GARAGE",1,111782
2965,24,"DRIVEWAY",1,111808
2966,24,"BARBER SHOP/BEAUTY SALON",1,111836
2967,24,"MOTEL",1,111880
2968,24,"CHA GROUNDS",1,111905
2969,24,"CHA HALLWAY",1,111936
