,time_crime_hour,location_description,cnt,__fileposition__
1142,10,"CAR WASH",129,43143
1143,10,"CEMETARY",18,43171
1144,10,"CHA APARTMENT",1529,43199
1145,10,"CHA GROUNDS",1,43232
1146,10,"CHA HALLWAY",3,43263
1147,10,"CHA HALLWAY/STAIRWELL/ELEVATOR",1149,43294
1148,10,"CHA PARKING LOT/GROUNDS",2582,43344
1149,10,"CHA PLAY LOT",1,43387
1150,10,"CHA STAIRWELL",1,43419
1151,10,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",796,43452
1152,10,"CLEANING STORE",186,43505
1153,10,"COIN OPERATED MACHINE",41,43539
1154,10,"COLLEGE/UNIVERSITY GROUNDS",364,43580
1155,10,"COLLEGE/UNIVERSITY RESIDENCE HALL",44,43626
1156,10,"COMMERCIAL / BUSINESS OFFICE",2974,43679
1157,10,"CONSTRUCTION SITE",503,43727
1158,10,"CONVENIENCE STORE",505,43764
1159,10,"CREDIT UNION",33,43801
1160,10,"CTA BUS",682,43833
1161,10,"CTA BUS STOP",187,43860
1162,10,"CTA GARAGE / OTHER PROPERTY",625,43892
1163,10,"CTA PLATFORM",1655,43939
1164,10,"CTA STATION",120,43971
1165,10,"CTA TRACKS - RIGHT OF WAY",1,44002
1166,10,"CTA TRAIN",653,44047
1167,10,"CURRENCY EXCHANGE",655,44076
1168,10,"DAY CARE CENTER",133,44113
1169,10,"DELIVERY TRUCK",81,44148
1170,10,"DEPARTMENT STORE",2963,44182
1171,10,"DRIVEWAY - RESIDENTIAL",516,44218
1172,10,"DRUG STORE",1655,44260
1173,10,"FACTORY/MANUFACTURING BUILDING",362,44290
1174,10,"FEDERAL BUILDING",72,44340
1175,10,"FIRE STATION",46,44376
1176,10,"FOREST PRESERVE",14,44408
1177,10,"GANGWAY",1,44443
1178,10,"GARAGE",3,44470
1179,10,"GARAGE/AUTO REPAIR",1,44496
1180,10,"GAS STATION",2325,44534
1181,10,"GOVERNMENT BUILDING/PROPERTY",1323,44565
1182,10,"GROCERY FOOD STORE",3853,44613
1183,10,"HIGHWAY/EXPRESSWAY",49,44651
1184,10,"HOSPITAL BUILDING/GROUNDS",1051,44689
1185,10,"HOTEL",2,44734
1186,10,"HOTEL/MOTEL",1046,44759
1187,10,"HOUSE",12,44790
1188,10,"JAIL / LOCK-UP FACILITY",35,44815
1189,10,"LAKEFRONT/WATERFRONT/RIVERBANK",23,44858
1190,10,"LAUNDRY ROOM",1,44908
1191,10,"LIBRARY",344,44940
1192,10,"MEDICAL/DENTAL OFFICE",492,44967
1193,10,"MOTEL",1,45008
1194,10,"MOVIE HOUSE/THEATER",34,45033
1195,10,"NEWSSTAND",14,45072
1196,10,"NURSING HOME",1,45101
1197,10,"NURSING HOME/RETIREMENT HOME",660,45133
1198,10,"OTHER",12444,45181
1199,10,"OTHER COMMERCIAL TRANSPORTATION",112,45206
1200,10,"OTHER RAILROAD PROP / TRAIN DEPOT",211,45257
1201,10,"PARK PROPERTY",1300,45310
1202,10,"PARKING LOT",3,45343
1203,10,"PARKING LOT/GARAGE(NON.RESID.)",7911,45374
1204,10,"PAWN SHOP",42,45424
1205,10,"POLICE FACILITY/VEH PARKING LOT",853,45453
1206,10,"POOL ROOM",39,45504
1207,10,"PORCH",4,45533
1208,10,"RAILROAD PROPERTY",2,45558
1209,10,"RESIDENCE",56594,45595
1210,10,"RESIDENCE PORCH/HALLWAY",4305,45624
1211,10,"RESIDENCE-GARAGE",4472,45667
1212,10,"RESIDENTIAL YARD (FRONT/BACK)",2499,45703
1213,10,"RESTAURANT",2688,45752
1214,10,"RETAIL STORE",2,45782
1215,10,"RIVER BANK",1,45814
1216,10,"SAVINGS AND LOAN",19,45844
1217,10,"SCHOOL, PRIVATE, BUILDING",920,45880
1218,10,"SCHOOL, PRIVATE, GROUNDS",177,45925
1219,10,"SCHOOL, PUBLIC, BUILDING",15825,45969
1220,10,"SCHOOL, PUBLIC, GROUNDS",1081,46013
1221,10,"SIDEWALK",19491,46056
1222,10,"SMALL RETAIL STORE",5754,46084
1223,10,"SPORTS ARENA/STADIUM",94,46122
1224,10,"STAIRWELL",2,46162
1225,10,"STREET",52993,46191
1226,10,"TAVERN/LIQUOR STORE",376,46217
1227,10,"TAXICAB",151,46256
1228,10,"VACANT LOT",1,46283
1229,10,"VACANT LOT/LAND",1310,46313
1230,10,"VEHICLE - DELIVERY TRUCK",1,46348
1231,10,"VEHICLE - OTHER RIDE SERVICE",15,46392
1232,10,"VEHICLE NON-COMMERCIAL",3643,46440
1233,10,"VEHICLE-COMMERCIAL",260,46482
1234,10,"WAREHOUSE",548,46520
1235,10,"YARD",2,46549
1236,11,"",175,46573
1237,11,"ABANDONED BUILDING",746,46593
1238,11,"AIRCRAFT",19,46631
1239,11,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",22,46659
1240,11,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",20,46726
1241,11,"AIRPORT EXTERIOR - NON-SECURE AREA",24,46789
1242,11,"AIRPORT EXTERIOR - SECURE AREA",9,46843
1243,11,"AIRPORT PARKING LOT",27,46893
1244,11,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",45,46932
1245,11,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",20,46998
1246,11,"AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA",1,47060
1247,11,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",30,47124
1248,11,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",193,47190
1249,11,"AIRPORT TRANSPORTATION SYSTEM (ATS)",5,47252
1250,11,"AIRPORT VENDING ESTABLISHMENT",38,47307
1251,11,"AIRPORT/AIRCRAFT",722,47356
1252,11,"ALLEY",6356,47392
1253,11,"ANIMAL HOSPITAL",32,47417
1254,11,"APARTMENT",26763,47452
1255,11,"APPLIANCE STORE",93,47481
1256,11,"ATHLETIC CLUB",450,47516
1257,11,"ATM (AUTOMATIC TELLER MACHINE)",222,47549
1258,11,"AUTO",19,47599
1259,11,"BANK",1501,47623
1260,11,"BAR OR TAVERN",237,47647
1261,11,"BARBER SHOP/BEAUTY SALON",1,47680
1262,11,"BARBERSHOP",314,47724
1263,11,"BASEMENT",1,47754
1264,11,"BOAT/WATERCRAFT",15,47782
1265,11,"BOWLING ALLEY",8,47817
1266,11,"BRIDGE",12,47850
1267,11,"CAR WASH",168,47876
1268,11,"CEMETARY",27,47904
1269,11,"CHA APARTMENT",1617,47932
1270,11,"CHA GROUNDS",2,47965
1271,11,"CHA HALLWAY",2,47996
1272,11,"CHA HALLWAY/STAIRWELL/ELEVATOR",1407,48027
1273,11,"CHA PARKING LOT/GROUNDS",3080,48077
1274,11,"CHA STAIRWELL",3,48120
1275,11,"CHURCH",2,48153
1276,11,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",838,48179
1277,11,"CLEANING STORE",221,48232
1278,11,"COIN OPERATED MACHINE",45,48266
1279,11,"COLLEGE/UNIVERSITY GROUNDS",424,48307
1280,11,"COLLEGE/UNIVERSITY RESIDENCE HALL",59,48353
1281,11,"COMMERCIAL / BUSINESS OFFICE",2669,48406
1282,11,"CONSTRUCTION SITE",446,48454
1283,11,"CONVENIENCE STORE",619,48491
1284,11,"COUNTY JAIL",1,48528
1285,11,"CREDIT UNION",24,48559
1286,11,"CTA BUS",798,48591
1287,11,"CTA BUS STOP",255,48618
1288,11,"CTA GARAGE / OTHER PROPERTY",544,48650
1289,11,"CTA PLATFORM",1738,48697
1290,11,"CTA STATION",92,48729
1291,11,"CTA TRACKS - RIGHT OF WAY",2,48760
1292,11,"CTA TRAIN",683,48805
1293,11,"CURRENCY EXCHANGE",550,48834
1294,11,"DAY CARE CENTER",125,48871
1295,11,"DELIVERY TRUCK",82,48906
1296,11,"DEPARTMENT STORE",4307,48940
1297,11,"DRIVEWAY - RESIDENTIAL",483,48976
1298,11,"DRUG STORE",1852,49018
1299,11,"FACTORY/MANUFACTURING BUILDING",302,49048
1300,11,"FEDERAL BUILDING",76,49098
1301,11,"FIRE STATION",28,49134
1302,11,"FOREST PRESERVE",19,49166
1303,11,"GANGWAY",1,49201
1304,11,"GARAGE",1,49228
1305,11,"GAS STATION",2597,49254
1306,11,"GOVERNMENT BUILDING/PROPERTY",1187,49285
1307,11,"GROCERY FOOD STORE",4621,49333
1308,11,"HALLWAY",2,49371
1309,11,"HIGHWAY/EXPRESSWAY",40,49398
1310,11,"HOSPITAL BUILDING/GROUNDS",975,49436
1311,11,"HOTEL/MOTEL",981,49481
1312,11,"HOUSE",21,49512
1313,11,"JAIL / LOCK-UP FACILITY",29,49537
1314,11,"LAKEFRONT/WATERFRONT/RIVERBANK",31,49580
1315,11,"LIBRARY",367,49630
1316,11,"MEDICAL/DENTAL OFFICE",532,49657
1317,11,"MOVIE HOUSE/THEATER",55,49698
1318,11,"NEWSSTAND",12,49737
1319,11,"NURSING HOME/RETIREMENT HOME",613,49766
1320,11,"OTHER",11940,49814
1321,11,"OTHER COMMERCIAL TRANSPORTATION",115,49839
1322,11,"OTHER RAILROAD PROP / TRAIN DEPOT",182,49890
1323,11,"PARK PROPERTY",1716,49943
1324,11,"PARKING LOT/GARAGE(NON.RESID.)",8540,49976
1325,11,"PAWN SHOP",39,50026
1326,11,"POLICE FACILITY/VEH PARKING LOT",597,50055
1327,11,"POOL ROOM",32,50106
1328,11,"PORCH",7,50135
1329,11,"RAILROAD PROPERTY",2,50160
1330,11,"RESIDENCE",49985,50197
1331,11,"RESIDENCE PORCH/HALLWAY",5020,50226
1332,11,"RESIDENCE-GARAGE",3869,50269
1333,11,"RESIDENTIAL YARD (FRONT/BACK)",2524,50305
1334,11,"RESTAURANT",3585,50354
1335,11,"RETAIL STORE",3,50384
1336,11,"RIVER",2,50416
1337,11,"SAVINGS AND LOAN",15,50441
1338,11,"SCHOOL, PRIVATE, BUILDING",1008,50477
1339,11,"SCHOOL, PRIVATE, GROUNDS",220,50522
1340,11,"SCHOOL, PUBLIC, BUILDING",16937,50566
1341,11,"SCHOOL, PUBLIC, GROUNDS",1389,50610
1342,11,"SIDEWALK",28258,50653
1343,11,"SMALL RETAIL STORE",6922,50681
1344,11,"SPORTS ARENA/STADIUM",113,50719
1345,11,"STREET",58492,50759
1346,11,"TAVERN/LIQUOR STORE",526,50785
1347,11,"TAXICAB",197,50824
1348,11,"VACANT LOT",1,50851
1349,11,"VACANT LOT/LAND",1378,50881
1350,11,"VEHICLE - DELIVERY TRUCK",8,50916
1351,11,"VEHICLE - OTHER RIDE SERVICE",8,50960
1352,11,"VEHICLE NON-COMMERCIAL",4329,51008
1353,11,"VEHICLE-COMMERCIAL",312,51050
1354,11,"VESTIBULE",2,51088
1355,11,"WAREHOUSE",506,51117
1356,11,"YARD",6,51146
1357,12,"",186,51170
1358,12,"ABANDONED BUILDING",424,51190
1359,12,"AIRCRAFT",15,51228
1360,12,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",32,51256
1361,12,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",12,51323
1362,12,"AIRPORT EXTERIOR - NON-SECURE AREA",33,51386
1363,12,"AIRPORT EXTERIOR - SECURE AREA",18,51440
1364,12,"AIRPORT PARKING LOT",24,51490
1365,12,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",39,51529
1366,12,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",17,51595
1367,12,"AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA",4,51657
1368,12,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",8,51721
1369,12,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",39,51787
1370,12,"AIRPORT VENDING ESTABLISHMENT",37,51849
1371,12,"AIRPORT/AIRCRAFT",682,51898
1372,12,"ALLEY",6729,51934
1373,12,"ANIMAL HOSPITAL",33,51959
1374,12,"APARTMENT",37915,51994
1375,12,"APPLIANCE STORE",59,52023
1376,12,"ATHLETIC CLUB",122,52058
1377,12,"ATM (AUTOMATIC TELLER MACHINE)",1137,52091
1378,12,"AUTO",64,52141
1379,12,"BANK",2932,52165
1380,12,"BAR OR TAVERN",4306,52189
1381,12,"BARBERSHOP",282,52222
1382,12,"BASEMENT",4,52252
1383,12,"BOAT/WATERCRAFT",35,52280
1384,12,"BOWLING ALLEY",54,52315
1385,12,"BRIDGE",18,52348
1386,12,"CAR WASH",72,52374
1387,12,"CEMETARY",23,52402
1388,12,"CHA APARTMENT",1855,52430
1389,12,"CHA ELEVATOR",2,52463
1390,12,"CHA GROUNDS",5,52495
1391,12,"CHA HALLWAY",2,52526
1392,12,"CHA HALLWAY/STAIRWELL/ELEVATOR",777,52557
1393,12,"CHA LOBBY",1,52607
1394,12,"CHA PARKING LOT",4,52636
1395,12,"CHA PARKING LOT/GROUNDS",2029,52671
1396,12,"CHURCH",1,52714
1397,12,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",721,52740
1398,12,"CLEANING STORE",142,52793
1399,12,"CLUB",2,52827
1400,12,"COIN OPERATED MACHINE",53,52851
1401,12,"COLLEGE/UNIVERSITY GROUNDS",126,52892
1402,12,"COLLEGE/UNIVERSITY RESIDENCE HALL",127,52938
1403,12,"COMMERCIAL / BUSINESS OFFICE",2364,52991
1404,12,"CONSTRUCTION SITE",540,53039
1405,12,"CONVENIENCE STORE",545,53076
1406,12,"CREDIT UNION",60,53113
1407,12,"CTA BUS",352,53145
1408,12,"CTA BUS STOP",129,53172
1409,12,"CTA GARAGE / OTHER PROPERTY",270,53204
1410,12,"CTA PLATFORM",1073,53251
1411,12,"CTA STATION",60,53283
1412,12,"CTA TRACKS - RIGHT OF WAY",5,53314
1413,12,"CTA TRAIN",798,53359
1414,12,"CURRENCY EXCHANGE",566,53388
1415,12,"DAY CARE CENTER",98,53425
1416,12,"DELIVERY TRUCK",19,53460
1417,12,"DEPARTMENT STORE",648,53494
1418,12,"DRIVEWAY - RESIDENTIAL",1427,53530
1419,12,"DRUG STORE",572,53572
1420,12,"FACTORY/MANUFACTURING BUILDING",374,53602
1421,12,"FEDERAL BUILDING",14,53652
1422,12,"FIRE STATION",57,53688
1423,12,"FOREST PRESERVE",15,53720
1424,12,"GANGWAY",6,53755
1425,12,"GARAGE",3,53782
1426,12,"GAS STATION",3630,53808
1427,12,"GAS STATION DRIVE/PROP.",7,53839
1428,12,"GOVERNMENT BUILDING/PROPERTY",402,53882
1429,12,"GROCERY FOOD STORE",1819,53930
1430,12,"HALLWAY",6,53968
1431,12,"HIGHWAY/EXPRESSWAY",49,53995
1432,12,"HOSPITAL BUILDING/GROUNDS",865,54033
1433,12,"HOTEL",2,54078
1434,12,"HOTEL/MOTEL",1474,54103
1435,12,"HOUSE",29,54134
1436,12,"JAIL / LOCK-UP FACILITY",52,54159
1437,12,"LAKEFRONT/WATERFRONT/RIVERBANK",46,54202
1438,12,"LIBRARY",70,54252
1439,12,"MEDICAL/DENTAL OFFICE",243,54279
1440,12,"MOVIE HOUSE/THEATER",111,54320
1441,12,"NEWSSTAND",5,54359
1442,12,"NURSING HOME/RETIREMENT HOME",467,54388
1443,12,"OTHER",13496,54436
1444,12,"OTHER COMMERCIAL TRANSPORTATION",81,54461
1445,12,"OTHER RAILROAD PROP / TRAIN DEPOT",227,54512
1446,12,"PARK PROPERTY",1230,54565
1447,12,"PARKING LOT",10,54598
1448,12,"PARKING LOT/GARAGE(NON.RESID.)",7443,54629
1449,12,"PAWN SHOP",7,54679
1450,12,"POLICE FACILITY/VEH PARKING LOT",877,54708
1451,12,"POOL ROOM",54,54759
1452,12,"PORCH",30,54788
1453,12,"RAILROAD PROPERTY",1,54813
1454,12,"RESIDENCE",78961,54850
1455,12,"RESIDENCE PORCH/HALLWAY",5580,54879
1456,12,"RESIDENCE-GARAGE",10369,54922
1457,12,"RESIDENTIAL YARD (FRONT/BACK)",4040,54958
1458,12,"RESTAURANT",4109,55007
1459,12,"RETAIL STORE",1,55037
1460,12,"SAVINGS AND LOAN",18,55069
1461,12,"SCHOOL YARD",2,55105
1462,12,"SCHOOL, PRIVATE, BUILDING",329,55136
1463,12,"SCHOOL, PRIVATE, GROUNDS",99,55181
1464,12,"SCHOOL, PUBLIC, BUILDING",914,55225
1465,12,"SCHOOL, PUBLIC, GROUNDS",306,55269
1466,12,"SIDEWALK",26252,55312
1467,12,"SMALL RETAIL STORE",2532,55340
1468,12,"SPORTS ARENA/STADIUM",172,55378
1469,12,"STREET",108925,55418
1470,12,"TAVERN",6,55444
1471,12,"TAVERN/LIQUOR STORE",1710,55470
1472,12,"TAXICAB",486,55509
1473,12,"VACANT LOT",7,55536
1474,12,"VACANT LOT/LAND",1234,55566
1475,12,"VEHICLE - DELIVERY TRUCK",1,55601
1476,12,"VEHICLE - OTHER RIDE SERVICE",22,55645
1477,12,"VEHICLE NON-COMMERCIAL",6460,55693
1478,12,"VEHICLE-COMMERCIAL",197,55735
1479,12,"WAREHOUSE",436,55773
1480,12,"YARD",15,55802
1481,13,"",175,55826
1482,13,"ABANDONED BUILDING",672,55846
1483,13,"AIRCRAFT",22,55884
1484,13,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",33,55912
1485,13,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",21,55979
1486,13,"AIRPORT EXTERIOR - NON-SECURE AREA",19,56042
1487,13,"AIRPORT EXTERIOR - SECURE AREA",11,56096
1488,13,"AIRPORT PARKING LOT",24,56146
1489,13,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",68,56185
1490,13,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",25,56251
1491,13,"AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA",1,56313
1492,13,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",18,56377
1493,13,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",203,56443
1494,13,"AIRPORT TRANSPORTATION SYSTEM (ATS)",4,56505
1495,13,"AIRPORT VENDING ESTABLISHMENT",36,56560
1496,13,"AIRPORT/AIRCRAFT",932,56609
1497,13,"ALLEY",7003,56645
1498,13,"ANIMAL HOSPITAL",26,56670
1499,13,"APARTMENT",26338,56705
1500,13,"APPLIANCE STORE",105,56734
1501,13,"ATHLETIC CLUB",450,56769
1502,13,"ATM (AUTOMATIC TELLER MACHINE)",249,56802
1503,13,"AUTO",28,56852
1504,13,"BANK",1725,56876
1505,13,"BAR OR TAVERN",240,56900
1506,13,"BARBERSHOP",384,56933
1507,13,"BASEMENT",2,56963
1508,13,"BOAT/WATERCRAFT",40,56991
1509,13,"BOWLING ALLEY",8,57026
1510,13,"BRIDGE",10,57059
1511,13,"CAR WASH",171,57085
1512,13,"CEMETARY",26,57113
1513,13,"CHA APARTMENT",1474,57141
1514,13,"CHA GROUNDS",2,57174
1515,13,"CHA HALLWAY",1,57205
1516,13,"CHA HALLWAY/STAIRWELL/ELEVATOR",1242,57236
1517,13,"CHA PARKING LOT",1,57286
1518,13,"CHA PARKING LOT/GROUNDS",2865,57321
1519,13,"CHURCH PROPERTY",2,57364
1520,13,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",931,57399
1521,13,"CLEANING STORE",232,57452
1522,13,"COIN OPERATED MACHINE",44,57486
1523,13,"COLLEGE/UNIVERSITY GROUNDS",414,57527
1524,13,"COLLEGE/UNIVERSITY RESIDENCE HALL",51,57573
1525,13,"COMMERCIAL / BUSINESS OFFICE",2810,57626
1526,13,"CONSTRUCTION SITE",517,57674
1527,13,"CONVENIENCE STORE",697,57711
1528,13,"CREDIT UNION",18,57748
1529,13,"CTA ""L"" TRAIN",1,57780
1530,13,"CTA BUS",1116,57813
1531,13,"CTA BUS STOP",246,57840
1532,13,"CTA GARAGE / OTHER PROPERTY",407,57872
1533,13,"CTA PLATFORM",1342,57919
1534,13,"CTA STATION",128,57951
1535,13,"CTA TRACKS - RIGHT OF WAY",1,57982
1536,13,"CTA TRAIN",940,58027
1537,13,"CURRENCY EXCHANGE",680,58056
1538,13,"DAY CARE CENTER",102,58093
1539,13,"DELIVERY TRUCK",107,58128
1540,13,"DEPARTMENT STORE",6804,58162
1541,13,"DRIVEWAY",3,58198
1542,13,"DRIVEWAY - RESIDENTIAL",493,58226
1543,13,"DRUG STORE",2193,58268
1544,13,"FACTORY/MANUFACTURING BUILDING",292,58298
1545,13,"FEDERAL BUILDING",64,58348
1546,13,"FIRE STATION",27,58384
1547,13,"FOREST PRESERVE",38,58416
1548,13,"GANGWAY",1,58451
1549,13,"GARAGE/AUTO REPAIR",1,58478
1550,13,"GAS STATION",2728,58516
1551,13,"GOVERNMENT BUILDING/PROPERTY",909,58547
1552,13,"GROCERY FOOD STORE",5556,58595
1553,13,"HALLWAY",3,58633
1554,13,"HIGHWAY/EXPRESSWAY",42,58660
1555,13,"HOSPITAL BUILDING/GROUNDS",1160,58698
1556,13,"HOTEL/MOTEL",1002,58743
1557,13,"HOUSE",17,58774
1558,13,"JAIL / LOCK-UP FACILITY",38,58799
1559,13,"LAKEFRONT/WATERFRONT/RIVERBANK",71,58842
1560,13,"LIBRARY",552,58892
1561,13,"LIQUOR STORE",1,58919
1562,13,"MEDICAL/DENTAL OFFICE",537,58951
1563,13,"MOVIE HOUSE/THEATER",76,58992
1564,13,"NEWSSTAND",9,59031
1565,13,"NURSING HOME/RETIREMENT HOME",627,59060
1566,13,"OTHER",13317,59108
1567,13,"OTHER COMMERCIAL TRANSPORTATION",155,59133
1568,13,"OTHER RAILROAD PROP / TRAIN DEPOT",326,59184
1569,13,"PARK PROPERTY",2545,59237
1570,13,"PARKING LOT",4,59270
1571,13,"PARKING LOT/GARAGE(NON.RESID.)",9797,59301
1572,13,"PAWN SHOP",36,59351
1573,13,"POLICE FACILITY/VEH PARKING LOT",534,59380
1574,13,"POOL ROOM",33,59431
1575,13,"PORCH",7,59460
1576,13,"RAILROAD PROPERTY",1,59485
1577,13,"RESIDENCE",49832,59522
1578,13,"RESIDENCE PORCH/HALLWAY",5422,59551
1579,13,"RESIDENCE-GARAGE",3898,59594
1580,13,"RESIDENTIAL YARD (FRONT/BACK)",2602,59630
1581,13,"RESTAURANT",6190,59679
1582,13,"RETAIL STORE",1,59709
1583,13,"SAVINGS AND LOAN",23,59741
1584,13,"SCHOOL, PRIVATE, BUILDING",1083,59777
1585,13,"SCHOOL, PRIVATE, GROUNDS",255,59822
1586,13,"SCHOOL, PUBLIC, BUILDING",16728,59866
1587,13,"SCHOOL, PUBLIC, GROUNDS",1824,59910
1588,13,"SIDEWALK",32150,59953
1589,13,"SMALL RETAIL STORE",8544,59981
1590,13,"SPORTS ARENA/STADIUM",174,60019
1591,13,"STREET",63469,60059
1592,13,"TAVERN/LIQUOR STORE",601,60085
1593,13,"TAXICAB",153,60124
1594,13,"VACANT LOT",8,60151
1595,13,"VACANT LOT/LAND",1275,60181
1596,13,"VEHICLE - DELIVERY TRUCK",4,60216
1597,13,"VEHICLE - OTHER RIDE SERVICE",11,60260
1598,13,"VEHICLE NON-COMMERCIAL",4098,60308
1599,13,"VEHICLE-COMMERCIAL",304,60350
1600,13,"VESTIBULE",1,60388
1601,13,"WAREHOUSE",498,60417
1602,13,"YARD",12,60446
1603,13,"YMCA",1,60470
1604,14,"",169,60494
1605,14,"ABANDONED BUILDING",676,60514
1606,14,"AIRCRAFT",27,60552
1607,14,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",30,60580
1608,14,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",37,60647
1609,14,"AIRPORT EXTERIOR - NON-SECURE AREA",34,60710
1610,14,"AIRPORT EXTERIOR - SECURE AREA",14,60764
1611,14,"AIRPORT PARKING LOT",34,60814
1612,14,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",59,60853
1613,14,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",22,60919
1614,14,"AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA",4,60981
1615,14,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",34,61045
1616,14,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",204,61111
1617,14,"AIRPORT TRANSPORTATION SYSTEM (ATS)",3,61173
1618,14,"AIRPORT VENDING ESTABLISHMENT",47,61228
1619,14,"AIRPORT/AIRCRAFT",991,61277
1620,14,"ALLEY",7232,61313
1621,14,"ANIMAL HOSPITAL",33,61338
1622,14,"APARTMENT",27297,61373
1623,14,"APPLIANCE STORE",123,61402
1624,14,"ATHLETIC CLUB",427,61437
1625,14,"ATM (AUTOMATIC TELLER MACHINE)",274,61470
1626,14,"AUTO",32,61520
1627,14,"BANK",1797,61544
1628,14,"BAR OR TAVERN",277,61568
1629,14,"BARBERSHOP",396,61601
1630,14,"BASEMENT",2,61631
1631,14,"BOAT/WATERCRAFT",22,61659
1632,14,"BOWLING ALLEY",13,61694
1633,14,"BRIDGE",16,61727
1634,14,"CAR WASH",163,61753
1635,14,"CEMETARY",25,61781
1636,14,"CHA APARTMENT",1477,61809
1637,14,"CHA GROUNDS",1,61842
1638,14,"CHA HALLWAY",1,61873
1639,14,"CHA HALLWAY/STAIRWELL/ELEVATOR",1129,61904
1640,14,"CHA PARKING LOT",2,61954
1641,14,"CHA PARKING LOT/GROUNDS",2641,61989
1642,14,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",852,62032
1643,14,"CLEANERS/LAUNDROMAT",1,62085
1644,14,"CLEANING STORE",278,62124
1645,14,"COIN OPERATED MACHINE",47,62158
1646,14,"COLLEGE/UNIVERSITY GROUNDS",403,62199
1647,14,"COLLEGE/UNIVERSITY RESIDENCE HALL",52,62245
1648,14,"COMMERCIAL / BUSINESS OFFICE",2876,62298
1649,14,"CONSTRUCTION SITE",772,62346
1650,14,"CONVENIENCE STORE",707,62383
1651,14,"CREDIT UNION",26,62420
1652,14,"CTA ""L"" PLATFORM",1,62452
1653,14,"CTA BUS",1488,62488
1654,14,"CTA BUS STOP",321,62515
1655,14,"CTA GARAGE / OTHER PROPERTY",458,62547
1656,14,"CTA PLATFORM",1438,62594
1657,14,"CTA STATION",128,62626
1658,14,"CTA TRACKS - RIGHT OF WAY",3,62657
1659,14,"CTA TRAIN",1025,62702
1660,14,"CURRENCY EXCHANGE",754,62731
1661,14,"DAY CARE CENTER",138,62768
1662,14,"DELIVERY TRUCK",64,62803
1663,14,"DEPARTMENT STORE",7820,62837
1664,14,"DRIVEWAY",1,62873
1665,14,"DRIVEWAY - RESIDENTIAL",581,62901
1666,14,"DRUG STORE",2147,62943
1667,14,"FACTORY/MANUFACTURING BUILDING",378,62973
1668,14,"FEDERAL BUILDING",62,63023
1669,14,"FIRE STATION",35,63059
1670,14,"FOREST PRESERVE",22,63091
1671,14,"GANGWAY",2,63126
1672,14,"GARAGE",3,63153
1673,14,"GAS STATION",2826,63179
1674,14,"GAS STATION DRIVE/PROP.",3,63210
1675,14,"GOVERNMENT BUILDING/PROPERTY",877,63253
1676,14,"GROCERY FOOD STORE",5603,63301
1677,14,"HALLWAY",1,63339
1678,14,"HIGHWAY/EXPRESSWAY",30,63366
1679,14,"HOSPITAL BUILDING/GROUNDS",1115,63404
1680,14,"HOTEL",2,63449
1681,14,"HOTEL/MOTEL",1027,63474
1682,14,"HOUSE",17,63505
1683,14,"JAIL / LOCK-UP FACILITY",45,63530
1684,14,"LAKEFRONT/WATERFRONT/RIVERBANK",59,63573
1685,14,"LIBRARY",570,63623
1686,14,"MEDICAL/DENTAL OFFICE",546,63650
1687,14,"MOVIE HOUSE/THEATER",92,63691
1688,14,"NEWSSTAND",10,63730
1689,14,"NURSING HOME/RETIREMENT HOME",735,63759
1690,14,"OTHER",14082,63807
1691,14,"OTHER COMMERCIAL TRANSPORTATION",233,63832
